class_index,filepaths,labels,data_set
15,train/RED CRACKER/044.jpg,RED CRACKER,train
15,train/RED CRACKER/050.jpg,RED CRACKER,train
15,train/RED CRACKER/087.jpg,RED CRACKER,train
15,train/RED CRACKER/093.jpg,RED CRACKER,train
15,train/RED CRACKER/118.jpg,RED CRACKER,train
15,train/RED CRACKER/130.jpg,RED CRACKER,train
15,train/RED CRACKER/124.jpg,RED CRACKER,train
15,train/RED CRACKER/037.jpg,RED CRACKER,train
15,train/RED CRACKER/022.jpg,RED CRACKER,train
15,train/RED CRACKER/036.jpg,RED CRACKER,train
15,train/RED CRACKER/008.jpg,RED CRACKER,train
15,train/RED CRACKER/020.jpg,RED CRACKER,train
15,train/RED CRACKER/034.jpg,RED CRACKER,train
15,train/RED CRACKER/035.jpg,RED CRACKER,train
15,train/RED CRACKER/021.jpg,RED CRACKER,train
15,train/RED CRACKER/009.jpg,RED CRACKER,train
15,train/RED CRACKER/025.jpg,RED CRACKER,train
15,train/RED CRACKER/031.jpg,RED CRACKER,train
15,train/RED CRACKER/018.jpg,RED CRACKER,train
15,train/RED CRACKER/030.jpg,RED CRACKER,train
15,train/RED CRACKER/024.jpg,RED CRACKER,train
15,train/RED CRACKER/032.jpg,RED CRACKER,train
15,train/RED CRACKER/026.jpg,RED CRACKER,train
15,train/RED CRACKER/027.jpg,RED CRACKER,train
24,train/GREAT JAY/016.jpg,GREAT JAY,train
24,train/GREAT JAY/002.jpg,GREAT JAY,train
24,train/GREAT JAY/003.jpg,GREAT JAY,train
24,train/GREAT JAY/029.jpg,GREAT JAY,train
24,train/GREAT JAY/001.jpg,GREAT JAY,train
24,train/GREAT JAY/015.jpg,GREAT JAY,train
24,train/GREAT JAY/014.jpg,GREAT JAY,train
24,train/GREAT JAY/028.jpg,GREAT JAY,train
24,train/GREAT JAY/004.jpg,GREAT JAY,train
24,train/GREAT JAY/010.jpg,GREAT JAY,train
24,train/GREAT JAY/039.jpg,GREAT JAY,train
24,train/GREAT JAY/011.jpg,GREAT JAY,train
24,train/GREAT JAY/013.jpg,GREAT JAY,train
24,train/GREAT JAY/007.jpg,GREAT JAY,train
24,train/GREAT JAY/006.jpg,GREAT JAY,train
24,train/GREAT JAY/012.jpg,GREAT JAY,train
24,train/GREAT JAY/129.jpg,GREAT JAY,train
24,train/GREAT JAY/101.jpg,GREAT JAY,train
24,train/GREAT JAY/115.jpg,GREAT JAY,train
24,train/GREAT JAY/049.jpg,GREAT JAY,train
24,train/GREAT JAY/061.jpg,GREAT JAY,train
24,train/GREAT JAY/060.jpg,GREAT JAY,train
24,train/GREAT JAY/074.jpg,GREAT JAY,train
24,train/GREAT JAY/114.jpg,GREAT JAY,train
24,train/GREAT JAY/100.jpg,GREAT JAY,train
24,train/GREAT JAY/128.jpg,GREAT JAY,train
24,train/GREAT JAY/116.jpg,GREAT JAY,train
24,train/GREAT JAY/102.jpg,GREAT JAY,train
24,train/GREAT JAY/089.jpg,GREAT JAY,train
24,train/GREAT JAY/062.jpg,GREAT JAY,train
24,train/GREAT JAY/076.jpg,GREAT JAY,train
24,train/GREAT JAY/077.jpg,GREAT JAY,train
24,train/GREAT JAY/063.jpg,GREAT JAY,train
24,train/GREAT JAY/103.jpg,GREAT JAY,train
24,train/GREAT JAY/117.jpg,GREAT JAY,train
24,train/GREAT JAY/113.jpg,GREAT JAY,train
24,train/GREAT JAY/107.jpg,GREAT JAY,train
24,train/GREAT JAY/098.jpg,GREAT JAY,train
24,train/GREAT JAY/073.jpg,GREAT JAY,train
24,train/GREAT JAY/072.jpg,GREAT JAY,train
24,train/GREAT JAY/066.jpg,GREAT JAY,train
24,train/GREAT JAY/099.jpg,GREAT JAY,train
24,train/GREAT JAY/106.jpg,GREAT JAY,train
24,train/GREAT JAY/104.jpg,GREAT JAY,train
24,train/GREAT JAY/110.jpg,GREAT JAY,train
24,train/GREAT JAY/070.jpg,GREAT JAY,train
24,train/GREAT JAY/064.jpg,GREAT JAY,train
24,train/GREAT JAY/059.jpg,GREAT JAY,train
24,train/GREAT JAY/065.jpg,GREAT JAY,train
24,train/GREAT JAY/071.jpg,GREAT JAY,train
24,train/GREAT JAY/105.jpg,GREAT JAY,train
24,train/GREAT JAY/108.jpg,GREAT JAY,train
24,train/GREAT JAY/120.jpg,GREAT JAY,train
24,train/GREAT JAY/134.jpg,GREAT JAY,train
24,train/GREAT JAY/097.jpg,GREAT JAY,train
24,train/GREAT JAY/083.jpg,GREAT JAY,train
24,train/GREAT JAY/068.jpg,GREAT JAY,train
24,train/GREAT JAY/054.jpg,GREAT JAY,train
24,train/GREAT JAY/040.jpg,GREAT JAY,train
24,train/GREAT JAY/041.jpg,GREAT JAY,train
24,train/GREAT JAY/055.jpg,GREAT JAY,train
24,train/GREAT JAY/069.jpg,GREAT JAY,train
24,train/GREAT JAY/082.jpg,GREAT JAY,train
24,train/GREAT JAY/096.jpg,GREAT JAY,train
24,train/GREAT JAY/135.jpg,GREAT JAY,train
24,train/GREAT JAY/121.jpg,GREAT JAY,train
24,train/GREAT JAY/109.jpg,GREAT JAY,train
24,train/GREAT JAY/123.jpg,GREAT JAY,train
24,train/GREAT JAY/080.jpg,GREAT JAY,train
24,train/GREAT JAY/094.jpg,GREAT JAY,train
24,train/GREAT JAY/043.jpg,GREAT JAY,train
24,train/GREAT JAY/057.jpg,GREAT JAY,train
24,train/GREAT JAY/056.jpg,GREAT JAY,train
24,train/GREAT JAY/042.jpg,GREAT JAY,train
24,train/GREAT JAY/095.jpg,GREAT JAY,train
24,train/GREAT JAY/081.jpg,GREAT JAY,train
24,train/GREAT JAY/132.jpg,GREAT JAY,train
24,train/GREAT JAY/126.jpg,GREAT JAY,train
24,train/GREAT JAY/085.jpg,GREAT JAY,train
24,train/GREAT JAY/091.jpg,GREAT JAY,train
24,train/GREAT JAY/052.jpg,GREAT JAY,train
24,train/GREAT JAY/047.jpg,GREAT JAY,train
24,train/GREAT JAY/084.jpg,GREAT JAY,train
24,train/GREAT JAY/127.jpg,GREAT JAY,train
24,train/GREAT JAY/133.jpg,GREAT JAY,train
24,train/GREAT JAY/125.jpg,GREAT JAY,train
24,train/GREAT JAY/131.jpg,GREAT JAY,train
24,train/GREAT JAY/119.jpg,GREAT JAY,train
24,train/GREAT JAY/092.jpg,GREAT JAY,train
24,train/GREAT JAY/086.jpg,GREAT JAY,train
24,train/GREAT JAY/051.jpg,GREAT JAY,train
24,train/GREAT JAY/045.jpg,GREAT JAY,train
24,train/GREAT JAY/079.jpg,GREAT JAY,train
24,train/GREAT JAY/078.jpg,GREAT JAY,train
24,train/GREAT JAY/044.jpg,GREAT JAY,train
24,train/GREAT JAY/050.jpg,GREAT JAY,train
24,train/GREAT JAY/118.jpg,GREAT JAY,train
24,train/GREAT JAY/130.jpg,GREAT JAY,train
24,train/GREAT JAY/124.jpg,GREAT JAY,train
24,train/GREAT JAY/037.jpg,GREAT JAY,train
24,train/GREAT JAY/023.jpg,GREAT JAY,train
24,train/GREAT JAY/022.jpg,GREAT JAY,train
24,train/GREAT JAY/036.jpg,GREAT JAY,train
24,train/GREAT JAY/020.jpg,GREAT JAY,train
24,train/GREAT JAY/034.jpg,GREAT JAY,train
24,train/GREAT JAY/035.jpg,GREAT JAY,train
24,train/GREAT JAY/021.jpg,GREAT JAY,train
24,train/GREAT JAY/009.jpg,GREAT JAY,train
24,train/GREAT JAY/025.jpg,GREAT JAY,train
24,train/GREAT JAY/031.jpg,GREAT JAY,train
24,train/GREAT JAY/019.jpg,GREAT JAY,train
24,train/GREAT JAY/032.jpg,GREAT JAY,train
24,train/GREAT JAY/026.jpg,GREAT JAY,train
24,train/GREAT JAY/027.jpg,GREAT JAY,train
24,train/GREAT JAY/033.jpg,GREAT JAY,train
2,train/BROWN ARGUS/162.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/016.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/002.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/003.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/017.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/149.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/161.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/029.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/001.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/015.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/014.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/028.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/160.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/148.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/164.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/158.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/004.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/010.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/038.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/039.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/011.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/159.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/167.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/013.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/007.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/006.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/012.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/166.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/101.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/115.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/049.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/075.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/061.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/060.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/074.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/114.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/128.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/116.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/102.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/089.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/062.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/076.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/077.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/088.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/103.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/117.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/113.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/107.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/067.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/073.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/072.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/066.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/099.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/104.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/110.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/138.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/070.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/064.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/058.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/071.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/139.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/111.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/105.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/108.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/120.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/097.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/083.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/068.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/054.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/040.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/041.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/055.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/069.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/082.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/096.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/135.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/121.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/109.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/137.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/123.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/080.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/094.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/056.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/042.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/095.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/081.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/122.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/136.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/132.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/126.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/085.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/091.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/046.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/052.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/053.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/047.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/090.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/084.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/127.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/133.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/125.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/131.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/119.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/092.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/086.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/051.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/045.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/079.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/078.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/044.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/050.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/087.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/093.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/118.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/130.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/124.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/143.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/157.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/037.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/023.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/022.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/036.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/142.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/168.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/154.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/140.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/008.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/020.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/034.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/035.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/021.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/009.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/155.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/169.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/151.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/145.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/025.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/031.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/018.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/024.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/144.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/150.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/146.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/032.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/026.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/027.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/033.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/153.jpg,BROWN ARGUS,train
2,train/BROWN ARGUS/147.jpg,BROWN ARGUS,train
7,train/HUMMING BIRD HAWK MOTH/016.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/002.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/003.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/017.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/029.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/001.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/015.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/014.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/028.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/004.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/010.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/038.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/039.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/011.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/005.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/013.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/007.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/006.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/012.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/129.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/101.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/115.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/075.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/061.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/060.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/074.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/114.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/100.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/128.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/116.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/102.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/062.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/076.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/077.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/063.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/088.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/103.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/117.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/098.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/067.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/072.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/099.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/106.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/112.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/104.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/110.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/138.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/070.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/064.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/058.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/059.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/065.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/139.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/111.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/105.jpg,HUMMING BIRD HAWK MOTH,train
7,train/HUMMING BIRD HAWK MOTH/108.jpg,HUMMING BIRD HAWK MOTH,train
